Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1504,b'Tekken 6',b'X360',2009,b'Fighting',b'Namco Bandai Games',0.71,0.42,0.05,0.13,1.31
1505,b'[Prototype]',b'X360',2009,b'Action',b'Activision',0.84,0.35,0.0,0.12,1.31
1506,b'Deal or No Deal',b'Wii',2009,b'Misc',b'Zoo Games',1.22,0.0,0.0,0.09,1.31
1507,b'Madagascar',b'PS2',2005,b'Platform',b'Activision',0.78,0.45,0.0,0.07,1.31
1508,b'Rugrats Studio Tour',b'PS',1999,b'Adventure',b'THQ',0.57,0.67,0.0,0.07,1.31
1509,b'LEGO Battles',b'DS',2009,b'Strategy',b'Warner Bros. Interactive Entertainment',0.81,0.38,0.0,0.12,1.31
1510,b'Pitfall II: Lost Caverns',b'2600',1983,b'Platform',b'Activision',1.22,0.07,0.0,0.02,1.31
1511,b'Turok: Evolution',b'PS2',2002,b'Shooter',b'Acclaim Entertainment',0.64,0.5,0.0,0.17,1.31
1512,b'High School Musical 3: Senior Year DANCE!',b'Wii',2008,b'Misc',b'Disney Interactive Studios',0.68,0.49,0.0,0.13,1.31
1513,"b""Gold's Gym: Cardio Workout""",b'Wii',2008,b'Sports',b'Ubisoft',1.11,0.04,0.06,0.09,1.31
1514,b'Burnout 3: Takedown',b'XB',2004,b'Racing',b'Electronic Arts',0.84,0.43,0.0,0.04,1.31
1515,b'Adventure',b'2600',2006,b'Adventure',b'Atari',1.21,0.08,0.0,0.01,1.3
1516,b'Yu-Gi-Oh! The Sacred Cards',b'GBA',2002,b'Role-Playing',b'Konami Digital Entertainment',0.94,0.35,0.0,0.02,1.3
1517,b'Crysis 2',b'PS3',2011,b'Action',b'Electronic Arts',0.45,0.57,0.06,0.21,1.3
1518,b'NBA Live 07',b'PS2',2006,b'Sports',b'Electronic Arts',1.07,0.04,0.02,0.17,1.3
1519,b'Saints Row IV',b'PS3',2013,b'Action',b'Deep Silver',0.56,0.44,0.09,0.21,1.3
1520,"b""SingStar '80s""",b'PS2',2005,b'Misc',b'Sony Computer Entertainment',0.27,0.02,0.0,1.02,1.3
1521,b'EA Playground',b'Wii',2007,b'Sports',b'Electronic Arts',0.69,0.48,0.0,0.13,1.3
1522,b'Test Drive 5',b'PS',1997,b'Racing',b'Accolade',1.05,0.2,0.0,0.05,1.3
1523,b'Romancing SaGa 3',b'SNES',1995,b'Role-Playing',b'SquareSoft',0.0,0.0,1.29,0.01,1.3
1524,b'EA Sports Active 2',b'Wii',2010,b'Sports',b'Electronic Arts',0.78,0.4,0.0,0.11,1.3
1525,b'Digimon World',b'PS',1999,b'Role-Playing',b'Namco Bandai Games',0.56,0.38,0.28,0.08,1.3
1526,b'Rise of the Tomb Raider',b'XOne',2015,b'Adventure',b'Square Enix',0.53,0.64,0.02,0.1,1.3
1527,b'Need for Speed Carbon',b'Wii',2006,b'Racing',b'Electronic Arts',0.46,0.66,0.02,0.15,1.29
1528,"b""Yoshi's Woolly World""",b'WiiU',2015,b'Platform',b'Nintendo',0.61,0.47,0.11,0.1,1.29
1529,b'Mega Man Battle Network 3 Blue / White Version',b'GBA',2002,b'Role-Playing',b'Capcom',0.39,0.02,0.85,0.03,1.29
1530,b'FIFA Street',b'PS3',2012,b'Sports',b'Electronic Arts',0.11,0.92,0.0,0.25,1.29
1531,b'Resident Evil Zero',b'GC',2002,b'Action',b'Capcom',0.54,0.27,0.45,0.04,1.29
1532,b'Need for Speed: Most Wanted',b'X360',2005,b'Racing',b'Electronic Arts',1.0,0.17,0.02,0.1,1.29
1533,"b""Tom Clancy's Rainbow Six: Siege""",b'XOne',2015,b'Shooter',b'Ubisoft',0.73,0.44,0.0,0.12,1.29
1534,b'Pirates of the Caribbean: The Curse of the Black Pearl',b'GBA',2003,b'Platform',b'TDK Mediactive',0.93,0.34,0.0,0.02,1.29
1535,b'Transformers',b'PS2',2004,b'Shooter',b'Atari',0.63,0.49,0.0,0.16,1.29
1536,b'Guitar Hero: Aerosmith',b'Wii',2008,b'Misc',b'Activision',1.04,0.14,0.0,0.1,1.29
1537,b'Mystery Case Files: MillionHeir',b'DS',2008,b'Adventure',b'Nintendo',0.76,0.4,0.0,0.12,1.29
1538,b'Valkyria Chronicles',b'PS3',2008,b'Role-Playing',b'Sega',0.71,0.2,0.24,0.13,1.29
1539,b'Midnight Club 3: DUB Edition (America weekly sales)',b'PS2',2005,b'Racing',b'Take-Two Interactive',1.22,0.05,0.0,0.01,1.29
1540,b'Champions of Norrath',b'PS2',2004,b'Role-Playing',b'Sony Online Entertainment',0.63,0.49,0.0,0.16,1.28
1541,b'Watch Dogs',b'X360',2014,b'Action',b'Ubisoft',0.72,0.45,0.01,0.11,1.28
1542,b'Imagine: Wedding Designer',b'DS',2008,b'Simulation',b'Ubisoft',0.55,0.59,0.0,0.14,1.28
1543,b'Metal Gear Solid V: Ground Zeroes',b'PS4',2014,b'Action',b'Konami Digital Entertainment',0.45,0.46,0.17,0.2,1.28
1544,b'Yakuman',b'GB',1989,b'Misc',b'Nintendo',0.0,0.0,1.28,0.0,1.28
1545,"b""Assassin's Creed Syndicate""",b'XOne',2015,b'Action',b'Ubisoft',0.61,0.56,0.0,0.11,1.28
1546,b'Army Men 3D',b'PS',1999,b'Action',b'3DO',1.1,0.14,0.0,0.04,1.28
1547,"b""WWE '13""",b'X360',2012,b'Action',b'THQ',0.72,0.45,0.0,0.11,1.28
1548,b'Twisted Metal 4',b'PS',1999,b'Racing',b'989 Studios',1.07,0.16,0.0,0.04,1.28
1549,b'Manhunt',b'PS2',2003,b'Action',b'Take-Two Interactive',0.63,0.49,0.0,0.16,1.28
1550,b'Kid Icarus: Uprising',b'3DS',2012,b'Action',b'Nintendo',0.48,0.35,0.36,0.07,1.28
1551,b'Silent Hill 2',b'PS2',2001,b'Action',b'Konami Digital Entertainment',0.62,0.49,0.0,0.16,1.28
1552,b'Tomb Raider: Underworld',b'PS3',2008,b'Action',b'Eidos Interactive',0.45,0.56,0.05,0.22,1.27
1553,b'Castlevania: Symphony of the Night',b'PS',1997,b'Platform',b'Konami Digital Entertainment',0.58,0.4,0.21,0.08,1.27
1554,b'The Sims 2: Nightlife',b'PC',2005,b'Simulation',b'Electronic Arts',1.22,0.05,0.0,0.0,1.27
1555,b'LEGO Batman: The Videogame',b'PS2',2008,b'Action',b'Warner Bros. Interactive Entertainment',0.72,0.03,0.0,0.52,1.27
1556,b'Road Rash',b'PS',1995,b'Racing',b'Electronic Arts',0.71,0.48,0.0,0.08,1.27
1557,b'Pokemon Mystery Dungeon: Gates to Infinity',b'3DS',2012,b'Role-Playing',b'Nintendo',0.44,0.3,0.47,0.06,1.27
1558,b'Atlantis',b'2600',1981,b'Shooter',b'Imagic',1.18,0.08,0.0,0.01,1.27
1559,b'NBA 2K9',b'X360',2008,b'Sports',b'Take-Two Interactive',1.0,0.16,0.0,0.11,1.27
1560,"b""WWE '12""",b'X360',2011,b'Fighting',b'THQ',0.74,0.4,0.0,0.12,1.27
1561,"b""Tony Hawk's Underground""",b'XB',2003,b'Sports',b'Activision',0.85,0.37,0.0,0.05,1.27
1562,"b""Hogan's Alley""",b'NES',1984,b'Shooter',b'Nintendo',0.68,0.16,0.41,0.02,1.27
1563,b'The Elder Scrolls Online',b'XOne',2015,b'Role-Playing',b'Bethesda Softworks',0.77,0.38,0.0,0.12,1.27
1564,"b""Jillian Michaels' Fitness Ultimatum 2009""",b'Wii',2008,b'Sports',b'Deep Silver',0.96,0.2,0.0,0.11,1.27
1565,b'.hack//Infection Part 1',b'PS2',2002,b'Role-Playing',b'Atari',0.49,0.38,0.26,0.13,1.27
1566,b'Rockstar Games presents Table Tennis',b'Wii',2007,b'Sports',b'Take-Two Interactive',0.39,0.73,0.0,0.15,1.27
1567,"b""Sonic Adventure DX: Director's Cut""",b'GC',2003,b'Platform',b'Sega',0.87,0.3,0.06,0.03,1.27
1568,b'Jet Li: Rise to Honor',b'PS2',2004,b'Action',b'Sony Computer Entertainment',0.62,0.48,0.0,0.16,1.27
1569,b'Battle Arena Toshinden',b'PS',1994,b'Fighting',b'Sony Computer Entertainment',0.39,0.26,0.53,0.08,1.27
1570,b'Yokai Watch 3',b'3DS',2016,b'Action',b'Level 5',0.0,0.0,1.27,0.0,1.27
1571,b'Kung Fu Panda',b'DS',2008,b'Action',b'Activision',0.56,0.57,0.0,0.14,1.26
1572,b'Tamagotchi Connection: Corner Shop',b'DS',2005,b'Simulation',b'Atari',0.1,0.02,1.12,0.01,1.26
1573,b'Football Manager 2011',b'PC',2010,b'Sports',b'Sega',0.0,1.01,0.0,0.25,1.26
1574,b'Devil Dice',b'PS',1998,b'Puzzle',b'THQ',0.05,0.03,1.1,0.08,1.26
1575,b'Final Fantasy IV',b'DS',2007,b'Simulation',b'Square Enix',0.54,0.05,0.62,0.05,1.26
1576,b'Hyrule Warriors',b'WiiU',2014,b'Action',b'Nintendo',0.61,0.42,0.13,0.1,1.26
1577,b'Need for Speed Carbon',b'PS3',2006,b'Racing',b'Electronic Arts',0.49,0.52,0.03,0.21,1.26
1578,b'Championship Manager 03/04',b'PC',2003,b'Sports',b'Eidos Interactive',0.0,1.15,0.0,0.11,1.26
1579,b'Brian Lara Cricket',b'PS',1998,b'Sports',b'Codemasters',0.02,1.13,0.01,0.1,1.26
1580,b'Ratatouille',b'DS',2007,b'Action',b'THQ',0.5,0.62,0.0,0.14,1.26
1581,b'Wheel of Fortune',b'PS',1998,b'Misc',b'Hasbro Interactive',0.99,0.22,0.0,0.04,1.26
1582,b'LEGO The Lord of the Rings',b'X360',2012,b'Action',b'Warner Bros. Interactive Entertainment',0.63,0.51,0.0,0.11,1.26
1583,b'Winter Sports: The Ultimate Challenge',b'Wii',2007,b'Sports',b'RTL',0.45,0.68,0.0,0.12,1.26
1584,b'SOCOM: U.S. Navy SEALs Confrontation',b'PS3',2008,b'Shooter',b'Sony Computer Entertainment',0.94,0.17,0.02,0.13,1.25
1585,b'NBA Live 2001',b'PS',2000,b'Sports',b'Electronic Arts',0.7,0.47,0.0,0.08,1.25
1586,b'Star Wars: The Force Unleashed',b'PS2',2008,b'Action',b'LucasArts',0.49,0.0,0.01,0.75,1.25
1587,b'Combat',b'2600',2006,b'Action',b'Atari',1.17,0.07,0.0,0.01,1.25
1588,"b""Tom Clancy's Rainbow Six: Vegas""",b'PS3',2007,b'Shooter',b'Ubisoft',0.47,0.53,0.03,0.22,1.25
1589,b'Dragon Ball: Daimaou Fukkatsu',b'NES',1988,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,1.25,0.0,1.25
1590,b'Gegege no Kitarou 2: Youkai Gundan no Chousen',b'NES',1987,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,1.25,0.0,1.25
1591,b'Reel Fishing',b'PS',1996,b'Sports',b'Natsume',0.99,0.13,0.1,0.04,1.25
1592,b'Injustice: Gods Among Us',b'PS3',2013,b'Fighting',b'Warner Bros. Interactive Entertainment',0.48,0.53,0.01,0.23,1.25
1593,b'Pokemon XD: Gale of Darkness',b'GC',2005,b'Role-Playing',b'Nintendo',0.71,0.19,0.31,0.03,1.25
1594,b'Black',b'PS2',2006,b'Shooter',b'Electronic Arts',1.01,0.04,0.03,0.16,1.25
1595,b'RollerCoaster Tycoon 2',b'PC',2002,b'Strategy',b'Atari',1.19,0.05,0.0,0.0,1.25
1596,b'Lara Croft Tomb Raider: The Angel of Darkness',b'PS2',2003,b'Action',b'Eidos Interactive',0.61,0.48,0.0,0.16,1.25
1597,"b""Tom Clancy's Splinter Cell: Pandora Tomorrow""",b'PS2',2004,b'Action',b'Ubisoft',0.52,0.56,0.0,0.17,1.25
1598,b'Road Rash 3D',b'PS',1998,b'Racing',b'Electronic Arts',1.05,0.16,0.0,0.04,1.25
1599,b'Ratchet: Deadlocked',b'PS2',2005,b'Shooter',b'Sony Computer Entertainment',0.85,0.03,0.22,0.14,1.24
1600,"b""Baldur's Gate: Dark Alliance""",b'PS2',2001,b'Role-Playing',b'Virgin Interactive',0.61,0.48,0.0,0.16,1.24
1601,b'Transformers: Autobots / Decepticons',b'DS',2007,b'Action',b'Activision',1.12,0.03,0.0,0.09,1.24
1602,b'Tales of Xillia',b'PS3',2011,b'Role-Playing',b'Namco Bandai Games',0.29,0.19,0.67,0.09,1.24
1603,b'Diddy Kong Racing DS',b'DS',2007,b'Racing',b'Nintendo',1.1,0.04,0.0,0.1,1.24
1604,b'[Prototype]',b'PS3',2009,b'Action',b'Activision',0.65,0.41,0.0,0.19,1.24
1605,"b""Assassin's Creed: Bloodlines""",b'PSP',2009,b'Action',b'Ubisoft',0.43,0.48,0.05,0.28,1.24
1606,"b""Oddworld: Abe's Oddysee""",b'PS',1997,b'Platform',b'GT Interactive',0.75,0.44,0.0,0.06,1.24
1607,b'The Witcher 3: Wild Hunt',b'XOne',2015,b'Role-Playing',b'Namco Bandai Games',0.66,0.47,0.0,0.11,1.24
1608,b'Ridge Racer V',b'PS2',2000,b'Action',b'Namco Bandai Games',0.24,0.19,0.75,0.06,1.24
1609,b'WWE SmackDown vs. Raw 2009',b'PS2',2008,b'Fighting',b'THQ',0.69,0.0,0.0,0.55,1.24
1610,b'Tetris 2 (All region sales)',b'GB',1992,b'Puzzle',b'Nintendo',0.56,0.22,0.43,0.03,1.24
1611,b'Star Wars Episode III: Revenge of the Sith',b'XB',2005,b'Action',b'Activision',0.82,0.38,0.0,0.04,1.24
1612,b'Ben 10: Protector of Earth',b'Wii',2007,b'Action',b'D3Publisher',0.55,0.55,0.0,0.13,1.23
1613,b'Frogger: The Great Quest',b'PS2',2001,b'Platform',b'Konami Digital Entertainment',0.6,0.47,0.0,0.16,1.23
1614,b'2010 FIFA World Cup South Africa',b'PS3',2010,b'Sports',b'Electronic Arts',0.3,0.64,0.07,0.22,1.23
1615,b'Ninja Gaiden',b'XB',2004,b'Action',b'Microsoft Game Studios',0.92,0.2,0.07,0.04,1.23
1616,b'Crash Bandicoot: The Wrath of Cortex',b'XB',2002,b'Platform',b'Universal Interactive',0.59,0.57,0.0,0.07,1.23
1617,b'Driv3r',b'PS2',2004,b'Racing',b'Atari',0.6,0.47,0.0,0.16,1.23
1618,"b""Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game""",b'PS',2003,b'Misc',b'Sony Computer Entertainment',0.69,0.47,0.0,0.08,1.23
1619,b'Farming Simulator 2015',b'PC',2014,b'Simulation',b'Focus Home Interactive',0.08,1.02,0.0,0.13,1.23
1620,b'Guitar Hero: Aerosmith',b'X360',2008,b'Misc',b'Activision',1.0,0.14,0.0,0.1,1.23
1621,b'Medal of Honor: Airborne',b'PS3',2007,b'Shooter',b'Electronic Arts',0.25,0.7,0.03,0.25,1.23
1622,"b""Kirby Tilt 'n' Tumble""",b'GB',2000,b'Puzzle',b'Nintendo',0.29,0.17,0.75,0.02,1.23
1623,b'SpongeBob SquarePants: Battle for Bikini Bottom',b'GBA',2003,b'Platform',b'THQ',0.88,0.33,0.0,0.02,1.23
1624,b'Vigilante 8',b'PS',1998,b'Racing',b'Activision',0.68,0.47,0.0,0.08,1.23
1625,b'Castlevania',b'NES',1986,b'Platform',b'Konami Digital Entertainment',0.54,0.06,0.62,0.01,1.23
1626,b'Donkey Kong Country 2',b'GBA',2004,b'Platform',b'Nintendo',0.79,0.27,0.12,0.04,1.23
1627,b'Bayonetta',b'PS3',2009,b'Action',b'Sega',0.44,0.41,0.21,0.17,1.23
1628,"b'WarioWare, Inc.: Mega MicroGame$'",b'GBA',2003,b'Puzzle',b'Nintendo',0.4,0.11,0.7,0.02,1.23
1629,b'Star Wars: Battlefront II',b'PSP',2005,b'Shooter',b'LucasArts',1.05,0.06,0.01,0.11,1.23
1630,b'Madden NFL 17',b'PS4',2016,b'Sports',b'Electronic Arts',0.92,0.08,0.0,0.23,1.23
1631,b'Boom Blox',b'Wii',2008,b'Puzzle',b'Electronic Arts',0.72,0.38,0.0,0.12,1.23
1632,b'Fallout 4',b'PC',2015,b'Role-Playing',b'Bethesda Softworks',0.5,0.63,0.0,0.1,1.23
1633,b'The Sims 2: Castaway',b'Wii',2007,b'Simulation',b'Electronic Arts',0.45,0.64,0.0,0.14,1.23
1634,b'LEGO Batman 2: DC Super Heroes',b'PS3',2012,b'Action',b'Warner Bros. Interactive Entertainment',0.5,0.53,0.0,0.2,1.22
1635,b'Naruto Shippuden: Ultimate Ninja Storm 2',b'PS3',2010,b'Fighting',b'Namco Bandai Games',0.42,0.47,0.15,0.18,1.22
1636,b'Mario Power Tennis',b'GC',2004,b'Sports',b'Nintendo',0.58,0.16,0.46,0.03,1.22
1637,b'Intelligent Qube',b'PS',1997,b'Puzzle',b'Sony Computer Entertainment',0.13,0.07,1.0,0.02,1.22
1638,b'Game & Watch Gallery 2',b'GB',1997,b'Misc',b'Nintendo',0.76,0.3,0.12,0.04,1.22
1639,b'Game & Watch Gallery 3',b'GB',1999,b'Misc',b'Nintendo',0.79,0.31,0.08,0.04,1.22
1640,b'Pac-Man',b'NES',1984,b'Puzzle',b'Namco Bandai Games',0.27,0.08,0.85,0.02,1.22
1641,b'Parfait: Chocolat Second Style',b'PS2',2006,b'Adventure',b'Alchemist',0.59,0.46,0.01,0.15,1.22
1642,b'F1 2011',b'PS3',2011,b'Racing',b'Codemasters',0.12,0.75,0.11,0.25,1.22
1643,b'Cars',b'PSP',2006,b'Racing',b'THQ',0.72,0.29,0.0,0.21,1.22
1644,b'NBA Live 99',b'PS',1997,b'Sports',b'Electronic Arts',1.13,0.05,0.0,0.03,1.22
1645,b'Chocobo no Fushigi Dungeon',b'PS',1997,b'Role-Playing',b'SquareSoft',0.0,0.0,1.14,0.08,1.22
1646,b'Golden Sun: The Lost Age',b'GBA',2002,b'Role-Playing',b'Nintendo',0.61,0.27,0.27,0.07,1.22
1647,b'SimCity 2000',b'PS',1996,b'Simulation',b'Maxis',0.68,0.46,0.0,0.08,1.22
1648,b'Max Payne',b'XB',2001,b'Shooter',b'Take-Two Interactive',0.98,0.19,0.0,0.05,1.22
1649,b'WCW Mayhem',b'PS',1998,b'Fighting',b'Electronic Arts',0.68,0.46,0.0,0.08,1.22
1650,b'NBA 2K2',b'PS2',2002,b'Sports',b'Sega',0.59,0.46,0.01,0.15,1.22
1651,b'NASCAR Thunder 2003',b'PS2',2006,b'Racing',b'Unknown',0.6,0.46,0.0,0.16,1.22
1652,b'Super Street Fighter IV: 3D Edition',b'3DS',2011,b'Fighting',b'Capcom',0.55,0.44,0.14,0.09,1.22
1653,b'Cars',b'PS2',2006,b'Racing',b'THQ',1.01,0.04,0.0,0.16,1.21
1654,b'Fuzion Frenzy',b'XB',2001,b'Misc',b'Microsoft Game Studios',0.93,0.24,0.0,0.04,1.21
1655,b'Call of Duty: Finest Hour',b'XB',2004,b'Shooter',b'Activision',0.78,0.4,0.0,0.04,1.21
1656,b'FIFA Soccer 11',b'PSP',2010,b'Sports',b'Electronic Arts',0.13,0.7,0.01,0.37,1.21
1657,b'Sly Cooper and the Thievius Raccoonus',b'PS2',2002,b'Platform',b'Sony Computer Entertainment',1.03,0.14,0.0,0.04,1.21
1658,b'LEGO Indiana Jones 2: The Adventure Continues',b'DS',2009,b'Action',b'Activision',0.66,0.43,0.0,0.12,1.21
1659,b'The Magical Quest starring Mickey Mouse',b'SNES',1992,b'Platform',b'Capcom',0.66,0.17,0.35,0.03,1.21
1660,b'Dragon Quest IV: Michibikareshi Monotachi',b'PS',2001,b'Role-Playing',b'Enix Corporation',0.0,0.0,1.2,0.01,1.21
1661,b'Star Wars Episode 1: Jedi Power Battles',b'PS',1999,b'Action',b'LucasArts',0.66,0.48,0.01,0.06,1.21
1662,b'Dino Crisis 2',b'PS',2000,b'Action',b'Virgin Interactive',0.34,0.49,0.28,0.1,1.21
1663,b'Need for Speed Underground',b'GC',2003,b'Racing',b'Electronic Arts',0.69,0.48,0.01,0.03,1.21
1664,b'Shrek / Shrek 2 2-in-1 Gameboy Advance Video',b'GBA',2007,b'Misc',b'unknown',0.87,0.32,0.0,0.02,1.21
1665,b'Test Drive 4',b'PS',1997,b'Racing',b'Electronic Arts',0.67,0.46,0.0,0.08,1.21
1666,b'FIFA Soccer 07',b'PSP',2006,b'Sports',b'Electronic Arts',0.24,0.65,0.0,0.32,1.21
1667,b'World Soccer Winning Eleven 9 (JP & Others sales)',b'PSP',2005,b'Sports',b'Konami Digital Entertainment',0.01,0.88,0.31,0.0,1.2
1668,b'The Lord of the Rings: The Fellowship of the Ring',b'PS2',2002,b'Action',b'Black Label Games',0.59,0.46,0.0,0.15,1.2
1669,b'LEGO Star Wars III: The Clone Wars',b'PS3',2011,b'Action',b'LucasArts',0.52,0.49,0.0,0.2,1.2
1670,b'ATV Offroad Fury 3',b'PS2',2004,b'Racing',b'SouthPeak Games',1.0,0.04,0.0,0.16,1.2
1671,b'Pikmin 2',b'GC',2004,b'Strategy',b'Nintendo',0.48,0.13,0.56,0.03,1.2
1672,b'Just Dance 2016',b'Wii',2015,b'Misc',b'Ubisoft',0.52,0.59,0.0,0.1,1.2
1673,b'Disney Sing It',b'Wii',2008,b'Misc',b'Disney Interactive Studios',0.77,0.31,0.0,0.12,1.2
1674,b'Battlefield: Hardline',b'XOne',2015,b'Shooter',b'Electronic Arts',0.72,0.37,0.01,0.11,1.2
1675,b'WWE 2K16',b'PS4',2015,b'Sports',b'Take-Two Interactive',0.41,0.6,0.0,0.19,1.2
1676,b'Dragon Ball Z: La Legende Saien',b'SNES',1993,b'Fighting',b'Namco Bandai Games',0.0,0.0,1.2,0.0,1.2
1677,b'TwinBee',b'NES',1986,b'Shooter',b'Konami Digital Entertainment',0.0,0.0,1.2,0.0,1.2
1678,b'Ganbare Goemon! Karakuri Douchuu',b'NES',1986,b'Platform',b'Konami Digital Entertainment',0.0,0.0,1.2,0.0,1.2
1679,b'NFL 2K',b'DC',1999,b'Sports',b'Sega',1.12,0.05,0.0,0.02,1.2
1680,b'SolarStriker',b'GB',1989,b'Shooter',b'Nintendo',0.4,0.39,0.36,0.04,1.2
1681,b'Enter the Matrix',b'XB',2003,b'Action',b'Atari',0.72,0.43,0.01,0.04,1.2
1682,b'NHL 2002',b'PS2',2001,b'Sports',b'Electronic Arts',0.59,0.46,0.0,0.15,1.2
1683,b'Mario vs. Donkey Kong 2: March of the Minis',b'DS',2006,b'Puzzle',b'Nintendo',0.74,0.03,0.36,0.07,1.2
1684,"b""Pok\xe9Park Wii: Pikachu's Adventure""",b'Wii',2009,b'Adventure',b'Nintendo',0.55,0.17,0.42,0.06,1.2
1685,b'One Piece: Pirate Warriors',b'PS3',2012,b'Action',b'Namco Bandai Games',0.01,0.24,0.86,0.09,1.2
1686,b'WWE 2K14',b'PS3',2013,b'Sports',b'Take-Two Interactive',0.49,0.49,0.0,0.21,1.19
1687,b'Metal Gear Solid: Portable Ops',b'PSP',2006,b'Action',b'Konami Digital Entertainment',0.38,0.35,0.38,0.09,1.19
1688,b'Nuclear Strike',b'PS',1997,b'Simulation',b'Electronic Arts',0.66,0.45,0.0,0.08,1.19
1689,b'Captain Toad: Treasure Tracker',b'WiiU',2014,b'Puzzle',b'Nintendo',0.56,0.36,0.19,0.09,1.19
1690,b'WWE SmackDown vs Raw 2008',b'PSP',2007,b'Fighting',b'THQ',0.45,0.47,0.0,0.28,1.19
1691,b'The Simpsons: Road Rage',b'GBA',2003,b'Racing',b'THQ',0.86,0.32,0.0,0.02,1.19
1692,b'Pro Evolution Soccer 2008',b'Wii',2008,b'Sports',b'Konami Digital Entertainment',0.09,0.84,0.11,0.15,1.19
1693,b'SpongeBob SquarePants: Revenge of the Flying Dutchman',b'GBA',2002,b'Platform',b'THQ',0.92,0.23,0.0,0.04,1.19
1694,b'Mario & Sonic at the London 2012 Olympic Games',b'3DS',2012,b'Sports',b'Sega',0.18,0.64,0.27,0.1,1.19
1695,b'Scarface: The World is Yours',b'PS2',2006,b'Action',b'Vivendi Games',0.99,0.04,0.0,0.16,1.19
1696,b'Kobe Bryant in NBA Courtside',b'N64',1998,b'Sports',b'Nintendo',1.02,0.13,0.04,0.01,1.19
1697,"b""Disney's Chip 'n Dale: Rescue Rangers""",b'NES',1990,b'Platform',b'Capcom',0.68,0.14,0.35,0.02,1.19
1698,b'The Dukes of Hazzard: Racing for Home',b'PS',1999,b'Racing',b'Ubisoft',0.99,0.16,0.0,0.04,1.19
1699,b'Hitman 2: Silent Assassin',b'XB',2006,b'Action',b'Eidos Interactive',0.76,0.38,0.0,0.05,1.19
1700,b'FIFA 14',b'XOne',2013,b'Sports',b'Electronic Arts',0.41,0.66,0.0,0.12,1.19
1701,b'Spider-Man: The Movie',b'GC',2002,b'Action',b'Activision',0.86,0.27,0.01,0.04,1.19
1702,b'Final Fantasy I & II: Dawn of Souls',b'GBA',2004,b'Role-Playing',b'Nintendo',0.64,0.24,0.29,0.02,1.19
1703,b'NBA 2K17',b'PS4',2016,b'Sports',b'Take-Two Interactive',0.83,0.14,0.0,0.22,1.19
1704,b'Pokemon Super Mystery Dungeon',b'3DS',2015,b'Role-Playing',b'Nintendo',0.46,0.31,0.33,0.08,1.19
1705,b'Just Dance 4',b'X360',2012,b'Misc',b'Ubisoft',0.9,0.2,0.0,0.08,1.19
1706,b'Metal Gear Solid VR Missions',b'PS',1999,b'Adventure',b'Konami Digital Entertainment',0.66,0.45,0.0,0.08,1.18
1707,b'Pole Position',b'2600',1982,b'Racing',b'Atari',1.1,0.07,0.0,0.01,1.18
1708,b'Resident Evil: Operation Raccoon City',b'PS3',2012,b'Action',b'Capcom',0.48,0.25,0.36,0.1,1.18
1709,b'LEGO Indiana Jones: The Original Adventures',b'PSP',2008,b'Action',b'LucasArts',0.4,0.49,0.0,0.29,1.18
1710,"b""Pro Yakyuu Family Stadium '88""",b'NES',1988,b'Sports',b'Namco Bandai Games',0.1,0.0,1.08,0.0,1.18
1711,b'Shenmue',b'DC',1999,b'Adventure',b'Sega',0.52,0.24,0.38,0.04,1.18
1712,b'Mario Tennis',b'GB',2000,b'Sports',b'Nintendo',0.5,0.18,0.44,0.06,1.18
1713,"b""Tony Hawk's Pro Skater 2""",b'GBA',2001,b'Sports',b'Activision',0.85,0.31,0.0,0.02,1.18
1714,"b""WWE '12""",b'PS3',2011,b'Fighting',b'THQ',0.53,0.46,0.02,0.17,1.18
1715,b'WWE SmackDown vs. Raw 2010',b'PS3',2009,b'Fighting',b'THQ',0.48,0.49,0.01,0.2,1.18
1716,b'Plants vs. Zombies',b'DS',2011,b'Strategy',b'Mastertronic',0.95,0.15,0.0,0.08,1.18
1717,b'Sonic the Hedgehog',b'PS3',2006,b'Platform',b'Sega',0.41,0.07,0.04,0.66,1.18
1718,"b""Super Ghouls 'n Ghosts""",b'SNES',1991,b'Platform',b'Capcom',0.5,0.14,0.52,0.02,1.18
1719,b'Spore',b'PC',2008,b'Strategy',b'Electronic Arts',0.03,1.06,0.0,0.09,1.17
1720,b'Soviet Strike',b'PS',1996,b'Simulation',b'Electronic Arts',0.65,0.44,0.0,0.08,1.17
1721,b'Your Shape: Fitness Evolved 2012',b'X360',2011,b'Sports',b'Ubisoft',0.7,0.37,0.0,0.1,1.17
1722,b'Army of Two',b'PS3',2008,b'Shooter',b'Electronic Arts',0.74,0.26,0.02,0.15,1.17
1723,b'Gun',b'PS2',2005,b'Shooter',b'Activision',0.98,0.04,0.0,0.16,1.17
1724,b'Ty the Tasmanian Tiger',b'PS2',2002,b'Platform',b'Electronic Arts',0.57,0.45,0.0,0.15,1.17
1725,b'Wario Land: Shake It!',b'Wii',2008,b'Platform',b'Nintendo',0.6,0.31,0.15,0.11,1.17
